OCHA_VNAME,VDC_CODE,VDC_NAME
Kathmandu M.N.P.,524 2 05 27 1 001,Kathmandu Metropolitan
KhadkaBhadrakali,524 2 05 27 5 020,Khadka Bhadrakali
Kirtipur N.P.,524 2 05 27 3 002,Kirtipur Municipality
Lapsephedi,524 2 05 27 5 002,Lapsiphedi
Machhegaun,524 2 05 27 5 049,Machchhegaun
Mahadevathan,524 2 05 27 5 046,Mahadevsthan
Mahankal,524 2 05 27 5 021,Mahangkal
Manmaiju,524 2 05 27 5 033,Manmaijn
Matatirtha,524 2 05 27 5 048,Matatirtha
Mulpani,524 2 05 27 5 009,Mulpani
NaikapNayaBhanjyang,524 2 05 27 5 057,Naikap Naya
NaikapPuranoBhanjyang,524 2 05 27 5 043,Naikap Purano
Naglebhare,524 2 05 27 5 001,Nanglebhare
Nayapati,524 2 05 27 5 015,Nayapati
Futung,524 2 05 27 5 031,Phutung
Pukhulachhi,524 2 05 27 5 005,Pukulachhi
Ramkot,524 2 05 27 5 038,Ramkot
Bajrayogini(Sankhu),524 2 05 27 5 003,Sangkhu Bajrayogini
Suntol,524 2 05 27 5 004,Sangkhu Suntol
Sangla,524 2 05 27 5 030,Sangla
Satungal,524 2 05 27 5 047,Satungal
Satikhel,524 2 05 27 5 053,Saukhel
Sheshnarayan,524 2 05 27 5 052,Shesh Narayan
Sitapaila,524 2 05 27 5 039,Sitapaila
Sundarijal,524 2 05 27 5 014,Sundarijal
Seuchatar,524 2 05 27 5 041,Syuchatar
Talkududechour,524 2 05 27 5 051,Talkudunde Chaur
Daanchhi,524 2 05 27 5 008,Thalidanchhi
Thankot,524 2 05 27 5 044,Thankot
Tinthana,524 2 05 27 5 056,Tinthana
TokhaChandeswori,524 2 05 27 5 026,Tokhachandeshwari
TokhaSarswoti,524 2 05 27 5 025,Tokhasaraswati
BagesworiChokade,524 2 05 28 5 036,Bageshwari
Balkumari,524 2 05 28 5 021,Balkumari
Barsunchet,524 2 05 28 5 050,Barsunchet
Belkot,524 2 05 28 5 008,Belkot
Beteni,524 2 05 28 5 022,Beteni
Bhadratar,524 2 05 28 5 027,Bhadratar
Bhalche,524 2 05 28 5 056,Bhalche
Bidur N.P.,524 2 05 28 3 001,Bidur Municipality
Budhasing,524 2 05 28 5 044,Budhasing
Bungtang,524 2 05 28 5 051,Bungtang
Charghare,524 2 05 28 5 045,Charghare
Chaturale,524 2 05 28 5 010,Chaturale
Chaughada,524 2 05 28 5 028,Chaughoda
Chauthe,524 2 05 28 5 001,Chauthe
Chhap,524 2 05 28 5 015,Chhap
Dangsing,524 2 05 28 5 046,Dangsing
Deurali,524 2 05 28 5 052,Deurali
Duipipal,524 2 05 28 5 002,Duipipal
Ganeshthan,524 2 05 28 5 037,Ganeshsthan
Gaunkharka,524 2 05 28 5 023,Gaunkharka
Gerkhu,524 2 05 28 5 038,Gerkhu
Ghyangphedi,524 2 05 28 5 030,Ghyangphedi
Gorsyang,524 2 05 28 5 047,Gorsyang
Jiling,524 2 05 28 5 011,Jiling
Kabilas,524 2 05 28 5 029,Kabilas
Kakani,524 2 05 28 5 003,Kakani
Kalikahalde,524 2 05 28 5 039,Kalika Halldae
Kalyanpur,524 2 05 28 5 053,Kalyanpur
Manakamana,524 2 05 28 5 057,Karki Manakamana
Kaule,524 2 05 28 5 058,Kaule
KhadagBhanjyang,524 2 05 28 5 048,Khadga Bhanjyang
KholegaunKhanigaun,524 2 05 28 5 040,Khanigaun
Kharanitar,524 2 05 28 5 041,Kharanitar
Kintang,524 2 05 28 5 054,Kintang
Kumari,524 2 05 28 5 004,Kumari
Lachyang,524 2 05 28 5 042,Lachyang
Likhu,524 2 05 28 5 017,Likhu
Madanpur,524 2 05 28 5 012,Madanpur
Mahakali,524 2 05 28 5 018,Mahakali
Narjamandap,524 2 05 28 5 043,Narjamandap
Okharpauwa,524 2 05 28 5 005,Okharpauwa
Panchkanya,524 2 05 28 5 024,Panchakanya
Fikuri,524 2 05 28 5 059,Phikuri
Ralukadevi,524 2 05 28 5 031,Ralukadevi
Ratmate,524 2 05 28 5 020,Ratmate
Rautbesi,524 2 05 28 5 025,Rautbesi
Salme,524 2 05 28 5 060,Salme
Samari,524 2 05 28 5 055,Samari
Samundradevi,524 2 05 28 5 016,Samudradevi Kholegaun
Samundratar,524 2 05 28 5 032,Samudratar
Shikharbesi,524 2 05 28 5 033,Shikharbesi
Sikre,524 2 05 28 5 019,Sikre
Sundaradevi,524 2 05 28 5 034,Sundaradevi
Sunkhani,524 2 05 28 5 006,Sunkhani
Suryamati,524 2 05 28 5 013,Suryamati
Talakhu,524 2 05 28 5 009,Talakhu
Taruka,524 2 05 28 5 049,Taruka
Thanapati,524 2 05 28 5 007,Thanapati
Thansing,524 2 05 28 5 014,Thansing
Thaprek,524 2 05 28 5 026,Thaprek
Tupche,524 2 05 28 5 061,Tupche
Urleni,524 2 05 28 5 035,Urleni
Bhorle,524 2 05 29 5 005,Bhorle
Bridhim,524 2 05 29 5 016,Briddim
Chilime,524 2 05 29 5 012,Chilime
Dandagoun,524 2 05 29 5 009,Danda Gaun
Dhunche,524 2 05 29 5 002,Dhunche
Gatlang,524 2 05 29 5 011,Gatlang
Goljung,524 2 05 29 5 018,Goljung
Haku,524 2 05 29 5 001,Haku
Jibjibe(Nilkantha),524 2 05 29 5 006,Jibjibe (Nilkantha)
Laharepouwa,524 2 05 29 5 007,Laharepauwa
Langtang,524 2 05 29 5 015,Langtang
Ramche,524 2 05 29 5 008,Ramche
Saramthali,524 2 05 29 5 004,Saramthali
Syafru,524 2 05 29 5 017,Syaphru
Thulogoun,524 2 05 29 5 010,Thulo Gaun
Thuman,524 2 05 29 5 014,Thuman
Timure,524 2 05 29 5 013,Timure
Yarsa,524 2 05 29 5 003,Yarsa
Aginchok,524 2 05 30 5 006,Aginchok
Baireni,524 2 05 30 5 041,Baireni
Baseri,524 2 05 30 5 009,Baseri
Benighat,524 2 05 30 5 037,Benighat
Bhumesthan,524 2 05 30 5 042,Bhumisthan
Budhathum,524 2 05 30 5 010,Budhathum
Chainpur,524 2 05 30 5 030,Chainpur
ChhatreDyaurali,524 2 05 30 5 047,Chhatre Deurali
Darkha,524 2 05 30 5 001,Darkha
Dhola,524 2 05 30 5 021,Dhol
Dhussa,524 2 05 30 5 038,Dhursa
Dhuwakot,524 2 05 30 5 007,Dhuwakot
Gajuri,524 2 05 30 5 043,Gajuri
Goganpani,524 2 05 30 5 029,Goganpani
Gumdi,524 2 05 30 5 011,Gumdi
Jharlang,524 2 05 30 5 016,Jharlang
Jeewanpur,524 2 05 30 5 048,Jiwanpur
Jogimara,524 2 05 30 5 039,Jogimara
Jyamrung,524 2 05 30 5 023,Jyamruck
Kalleri,524 2 05 30 5 031,Kalleri
Katunje,524 2 05 30 5 002,Katunje
Kewalpur,524 2 05 30 5 036,Kebalpur
Khalte,524 2 05 30 5 032,Khalte
Khari,524 2 05 30 5 022,Khari
Kiranchok,524 2 05 30 5 044,Kiranchok
Kumpur,524 2 05 30 5 033,Kumpur
Lapa,524 2 05 30 5 017,Lapa
Mahadevsthan,524 2 05 30 5 040,Mahadevsthan
Maidi,524 2 05 30 5 024,Maidi
Marpak,524 2 05 30 5 003,Marpak
Mulpani,524 2 05 30 5 012,Mulpani
MuraliBhanjyang,524 2 05 30 5 025,Muralibhanjyang
Nalang,524 2 05 30 5 034,Nalang
Naubise,524 2 05 30 5 049,Naubise
Nilkantha,524 2 05 30 5 026,Nilkanth
Phulkhark,524 2 05 30 5 013,Phulkharka
Pida,524 2 05 30 5 045,Pida
ReeGaun,524 2 05 30 5 018,Rigaun
Salang,524 2 05 30 5 028,Salang
Salyantar,524 2 05 30 5 008,Salyan Tar
Salyankot,524 2 05 30 5 014,Salyankot
Sangkosh,524 2 05 30 5 027,Sangkos
Satyadevi,524 2 05 30 5 004,Satyadevi
Semjong,524 2 05 30 5 019,Semdhung
Sertung,524 2 05 30 5 005,Sertung
SunaulaBazar,524 2 05 30 5 035,Sunaulabajar
Tasarpu,524 2 05 30 5 046,Tasarpu
Thakre,524 2 05 30 5 050,Thakre
Tipling,524 2 05 30 5 020,Tipling
Tripureswor,524 2 05 30 5 015,Tripura
Agara,524 2 06 31 5 032,Agra
Ambhanjyang,524 2 06 31 5 004,Ambhanjyang
Bajrabarahi,524 2 06 31 5 035,Bajrabarahi
Basamadi,524 2 06 31 5 016,Basamadi
Betini,524 2 06 31 5 013,Beteni
Bhaise,524 2 06 31 5 027,Bhainse
BhartaPundyadevi,524 2 06 31 5 024,Bhartapunyadevi
Bhimfedi,524 2 06 31 5 038,Bhimphedi
Budhichaur,524 2 06 31 5 015,Budhichaur
Chitlang,524 2 06 31 5 036,Chitlang
Churiyamai,524 2 06 31 5 005,Churemai
Daman,524 2 06 31 5 030,Daman
Dandakharka,524 2 06 31 5 028,Dandakharka
Dhimal,524 2 06 31 5 010,Dhiyal
Gogane,524 2 06 31 5 031,Gomane
Handikhola,524 2 06 31 5 017,Handikhola
Hurnamadi,524 2 06 31 5 009,Harnamadi
Hatiya,524 2 06 31 5 006,Hatiya
Hetauda N.P.,524 2 06 31 3 001,Hetauda Municipality
IpaPanchakanya,524 2 06 31 5 043,Ipa Panchakanya
Kogate,524 2 06 31 5 042,Kagate
Kalikatar,524 2 06 31 5 025,Kalikatar
Kankada,524 2 06 31 5 020,Kangkada
Khairang,524 2 06 31 5 023,Khairang
Kulekhani,524 2 06 31 5 037,Kulekhani
Makwanpurgadhi,524 2 06 31 5 007,Makawanpur Gadhi
Manahari,524 2 06 31 5 021,Manahari
Manthali,524 2 06 31 5 002,Manthali
Markhu,524 2 06 31 5 034,Markhu
Namtar,524 2 06 31 5 026,Namtar
Nibuwatar,524 2 06 31 5 039,Nibuwatar
PadamPokhari,524 2 06 31 5 022,Padampokhari
Palung,524 2 06 31 5 029,Palung
Parsa Wildlife Reserve,524 2 06 31 9 001,Parsa Wildlife Reserve
Fakhel,524 2 06 31 5 040,Phakhel
Faparbari,524 2 06 31 5 012,Phaparbari
Raigaun,524 2 06 31 5 011,Raigaun
Raksirang,524 2 06 31 5 019,Raksirang
SarikhetPalase,524 2 06 31 5 018,Sarikhetpalase
Shikharpur,524 2 06 31 5 014,Shikharpur
ShreepurChhatiwan,524 2 06 31 5 008,Shripur Chhatiwan
SisneriMahadevsthan,524 2 06 31 5 041,Sisneri
Sukaura,524 2 06 31 5 003,Sukaura
Thingan,524 2 06 31 5 001,Thingan
TistungDeurali,524 2 06 31 5 033,Tistung
Ajagabi,524 2 06 32 5 046,Ajgaibi
Akolawa,524 2 06 32 5 035,Akolawa
Auraiya,524 2 06 32 5 027,Auraiya
Badharwa,524 2 06 32 5 007,Badaharwa
Bagahi,524 2 06 32 5 071,Bagahi
Bairiya,524 2 06 32 5 032,Bairiya
Banjaraha,524 2 06 32 5 026,Banjaraha
Bariyarpur,524 2 06 32 5 077,Bariyapur
BasbitiJingadiya,524 2 06 32 5 085,Basabiti Jigreya
Basantapatti,524 2 06 32 5 039,Basantapatti
Basatpur,524 2 06 32 5 006,Basatpur
Masedawa,524 2 06 32 5 064,Bhasedawa
Bhediyahi,524 2 06 32 5 012,Bhediyahi
Birtiprastoka,524 2 06 32 5 065,Birtiprastoka
Bishrampur,524 2 06 32 5 090,Bishrampur
BisunpurwaManpur,524 2 06 32 5 022,Bisunpurwamanpur
Brahmapuri,524 2 06 32 5 002,Bramhapuri
Chandranigahapur,524 2 06 32 5 094,Chandranigahapur
Debahi,524 2 06 32 5 048,Daewahi
Dipahi,524 2 06 32 5 020,Depahi
Dharhari,524 2 06 32 5 069,Dharahari
Dharampur,524 2 06 32 5 076,Dharmapur
Dumriya(Paroha),524 2 06 32 5 031,Dumariya (Paroha)
Dumariya(Matiauna),524 2 06 32 5 092,Dumariya Matiyon
Gadhi(Bhanawanpur),524 2 06 32 5 025,Gaddhi
GamhariyaBirta,524 2 06 32 5 086,Gamhariya Birta
GamhariyaParsa,524 2 06 32 5 081,Gamhariya Parsa
Gangapipara,524 2 06 32 5 014,Gangapipra
GarudaBairiya,524 2 06 32 5 079,Garuda 
Gaur N.P.,524 2 06 32 3 001,Gaur Municipality
Gedahiguthi,524 2 06 32 5 078,Gedahiguthi
Hajminiya,524 2 06 32 5 005,Hajmaniya
HadiryaPaltuwa,524 2 06 32 5 089,Hardiyapaltuwa
Hathiyahi,524 2 06 32 5 063,Hathiyahi
Inaruwa,524 2 06 32 5 047,Inarawa
IharbariJyutahi,524 2 06 32 5 050,Inarbari Jyutahi
Jatahara,524 2 06 32 5 030,Jatahara
Jayanagar,524 2 06 32 5 021,Jayanagar
Jethrahiya,524 2 06 32 5 016,Jethahiya
JingadawaBelbichwa,524 2 06 32 5 041,Jhingadawa Belbichhwa
Jhunkhunwa,524 2 06 32 5 008,Jhunkhunma
Jowaha(Jokaha),524 2 06 32 5 029,Jokaha
Judibela,524 2 06 32 5 095,Judibela
Kakanpur,524 2 06 32 5 059,Kanakpur
KarkachKarmaiya,524 2 06 32 5 067,Karkach
Karuniya,524 2 06 32 5 049,Karuniya
Katahariya,524 2 06 32 5 066,Katahariya
Khesarhiya,524 2 06 32 5 019,Khesarahiya
Laxminiya,524 2 06 32 5 058,Lakshminiya
Laxmipur(Do),524 2 06 32 5 062,Lakshmipur
LaxmipurBelbichawa,524 2 06 32 5 001,Lakshmipur Belbichhwa
Lokaha,524 2 06 32 5 040,Laukaha
BahuwaMadanpur,524 2 06 32 5 082,Madanpur
Madhopur,524 2 06 32 5 023,Madhopur
Mahamadpur,524 2 06 32 5 075,Mahamadpur
Malahi,524 2 06 32 5 080,Malahi
Maryadpur,524 2 06 32 5 053,Maryadpur
Mathiya,524 2 06 32 5 028,Mathiya
Matsari,524 2 06 32 5 013,Matsari
Mithuawa,524 2 06 32 5 017,Mithuawa
Mudwalawa,524 2 06 32 5 004,Mudbalawa
NarkatiyaGuthi,524 2 06 32 5 038,Narkatiya
Pacharukhi,524 2 06 32 5 010,Pacharukhi
Pataura,524 2 06 32 5 052,Pataura
PatharaBudharampur,524 2 06 32 5 045,Patharabudharam
Paurai,524 2 06 32 5 096,Paurai
FatuwaHarsaha,524 2 06 32 5 057,Phatuha Harsaha
FatuhaMaheshpur,524 2 06 32 5 034,Phatuha Maheshpur
PiparaPokhariya,524 2 06 32 5 072,Pipara Pokhariya
Pipariya(Dostiya),524 2 06 32 5 074,Pipariya (Do)
Pipariya(Paroha),524 2 06 32 5 043,Pipariya (Pa)
PipraBhagwanpur,524 2 06 32 5 033,Pipra Bhagwanpur
Bhalohiya(Pipra),524 2 06 32 5 015,Pipra Bhalohiya
PipraRajbara,524 2 06 32 5 024,Pipra Rajwada
Pothiyahi,524 2 06 32 5 070,Pothiyahi
PratappurPaltuwa,524 2 06 32 5 061,Pratappur Paltuwa
PrempurGunahi,524 2 06 32 5 068,Prempur Gonahi
Raghunathpur,524 2 06 32 5 087,Raghunathpur
Rajdevi,524 2 06 32 5 003,Rajdevi
RajpurFarhadawa,524 2 06 32 5 036,Rajpur Pharhadawa
RajpurTulsi,524 2 06 32 5 011,Rajpur Tulsi
RamoliBairiya,524 2 06 32 5 091,Ramauli Bairiya
Rangapur,524 2 06 32 5 060,Rangapur
RampurKhap,524 2 06 32 5 037,Rangapur Khap
Sakhuawa,524 2 06 32 5 018,Sakhuawa
SakhuwaDhamaura,524 2 06 32 5 088,Sakhuawa Dhamaura
Samanpur,524 2 06 32 5 084,Samanpur
Sangrampur,524 2 06 32 5 083,Sangrampur
Santapur(Dostiya),524 2 06 32 5 056,Santapanra (Do)
Santpur(Matiaun),524 2 06 32 5 093,Santapur (Ma)
Sarmujawa,524 2 06 32 5 044,Sarmujawa
Saruatha,524 2 06 32 5 009,Saruatha
ShitalpurBairgania,524 2 06 32 5 054,Shitalpar Bairgania
SimaraBhawanipur,524 2 06 32 5 073,Simarabhawanipur
Saunaraniya,524 2 06 32 5 051,Sonarmiya
Tejapakar,524 2 06 32 5 042,Tejapakad
Tengraha,524 2 06 32 5 055,Tengraha
Amarpatti,524 2 06 33 5 042,Amarpatti
Avab,524 2 06 33 5 003,Amaw
Khutwajabdi,524 2 06 33 5 094,Amlekhganj
Amritgang,524 2 06 33 5 018,Amritganj
Babuain,524 2 06 33 5 027,Babuain
Bachhanpurwa,524 2 06 33 5 004,Bachhanpurwa
BadakiFulbariya,524 2 06 33 5 064,Badka Phulbariya
Bagahi,524 2 06 33 5 051,Bagahi
Bahuari,524 2 06 33 5 083,Bahuari
Balirampur,524 2 06 33 5 055,Balrampur
Benauli,524 2 06 33 5 047,Banauli
Banjariya,524 2 06 33 5 097,Banjariya
Barainiya,524 2 06 33 5 072,Barainiya
Bariyarpur,524 2 06 33 5 036,Bariyarpur
Basantpur (Bhaganpur),524 2 06 33 5 065,Basatapur
Batara,524 2 06 33 5 073,Batara
Beldari,524 2 06 33 5 046,Beldari
Bhagwanpur,524 2 06 33 5 009,Bhagawanpur
BhaluyeeArwaliya,524 2 06 33 5 074,Bhaluhi Bharbaliya
BharatganjSigaul,524 2 06 33 5 001,Bharatganj Sigaul
Bhatauda,524 2 06 33 5 084,Bhatauda
Bhodaha,524 2 06 33 5 056,Bhodaha
Bishrampur,524 2 06 33 5 075,Bishrampur
Bishunpurwa,524 2 06 33 5 010,Bisunpurwa
Bishunpur,524 2 06 33 5 048,Bisunupur
Bandhuwan,524 2 06 33 5 054,Bodhaban
Buniyad,524 2 06 33 5 085,Buniyad
ChhataPipra,524 2 06 33 5 086,Chhatapipra
Chhatawa,524 2 06 33 5 076,Chhatawa
Dahiyar,524 2 06 33 5 028,Dahiyar
Dewapur,524 2 06 33 5 019,Devapur
DharmaNagar,524 2 06 33 5 077,Dharamnagar
Dumarwana,524 2 06 33 5 061,Dhumbana
Dohari,524 2 06 33 5 057,Dohari
Inarwamal,524 2 06 33 5 011,Enarwamal
Gadhahal,524 2 06 33 5 043,Gadahal
GanjBhawanipur,524 2 06 33 5 029,Ganjbhawanipur
Golaganj,524 2 06 33 5 020,Golganj
Haraiya,524 2 06 33 5 030,Haraiya
Hardiya,524 2 06 33 5 066,Hardiya
Hariharpur,524 2 06 33 5 021,Hariharpur
Inarwasira,524 2 06 33 5 095,Inarwasira
Itiyahi,524 2 06 33 5 078,Itiyahi
Jhitakaiya(Dakshin),524 2 06 33 5 067,Jhitakaiya (Dakshin)
Jhitakaiya(Uttar),524 2 06 33 5 058,Jhitakaiya (Uttar)
JitpurBhawanipur,524 2 06 33 5 096,Jitpur 
Kabahigoth,524 2 06 33 5 052,Kabahigoth
Kabahijabdi,524 2 06 33 5 032,Kabahijabdi
Kachorwa,524 2 06 33 5 022,Kachorwa
Kakadi,524 2 06 33 5 037,Kakadi
Kalaiya N.P.,524 2 06 33 3 001,Kalaiya Municipality
Karaiya,524 2 06 33 5 031,Karaiya
Khopawa,524 2 06 33 5 012,Khopuwa
PaparpatiJabdi,524 2 06 33 5 087,Khutawa Jabdi
Kolhabi,524 2 06 33 5 005,Kolhabi
Kudawa,524 2 06 33 5 044,Kudawa
LaxmipurKotwali,524 2 06 33 5 013,Lakshmipur Kotwali
Lipanimal,524 2 06 33 5 088,Lipanimal
Madhurijabdi,524 2 06 33 5 033,Madhurijabdi
MahendraAdarsha,524 2 06 33 5 014,Mahendra
Maheshpur,524 2 06 33 5 059,Maheshpur
Majhariya,524 2 06 33 5 068,Majhariya
Manaharwa,524 2 06 33 5 062,Manharwa
Matiarwa,524 2 06 33 5 079,Matiarwa
Motisar,524 2 06 33 5 089,Motisar
Narahi,524 2 06 33 5 045,Narahi
Nijgadh,524 2 06 33 5 002,Nijgadh
PakadiyaChikani,524 2 06 33 5 049,Pakadiya (Chikani)
Prasurmpur,524 2 06 33 5 053,Parashurampur
Prasauni,524 2 06 33 5 090,Parsauni
Paterwa,524 2 06 33 5 023,Paterwa
Pathera,524 2 06 33 5 015,Pathara
Patharhati,524 2 06 33 5 060,Patharhati
Fattepur,524 2 06 33 5 063,Phattepur
Pheta,524 2 06 33 5 080,Pheta
PipraBasantapur,524 2 06 33 5 016,Pipara Basantapur
Piparabirta,524 2 06 33 5 034,Piparabirta
PipradhiGoth,524 2 06 33 5 070,Piparadhigoth
PiparpatiParchrouwa,524 2 06 33 5 050,Piparpati Dui
Amlekhganj,524 2 06 33 5 069,Piparpati Ek
PiparaSimara,524 2 06 33 5 098,Pipra Simara
Prasona,524 2 06 33 5 038,Prasauna
Prastoka,524 2 06 33 5 091,Prastoka
Purainiya,524 2 06 33 5 081,Purainiya
Raghunathpur,524 2 06 33 5 082,Raghunathpur
RampurTokani,524 2 06 33 5 092,Rampur (Tokani)
Rampurwa,524 2 06 33 5 006,Rampurwa
Ratanpuri,524 2 06 33 5 026,Ratanpur
Rauwahi,524 2 06 33 5 071,Rauwahi
Sapahi,524 2 06 33 5 007,Sapahi
ShreenagarBairiya,524 2 06 33 5 024,Shrinagar Bairiya
Sihorwa,524 2 06 33 5 039,Sihorwa
Sinhasani,524 2 06 33 5 008,Singhasani
Sisahaniya,524 2 06 33 5 093,Sisahaniya
Tedhakatti,524 2 06 33 5 017,Tedhakatti
Telkuwa,524 2 06 33 5 035,Telkuwa
Tetariya,524 2 06 33 5 040,Tetariya
Uchidiha,524 2 06 33 5 025,Uchidiha
Umarjan,524 2 06 33 5 041,Umajan
Alau,524 2 06 34 5 013,Alau
Amarpatti,524 2 06 34 5 011,Amarpatti
Auraha,524 2 06 34 5 052,Auraha
Bagahi,524 2 06 34 5 002,Bagahi
Bagbana,524 2 06 34 5 029,Bagbanna
BageshwariTirtrona,524 2 06 34 5 024,Bageshwari Titarauna
BahauriPidari,524 2 06 34 5 019,Bahuari Pidari
Bahuarbamatha,524 2 06 34 5 031,Bahuarwa Bhatha
BeriyaBirta(Nau.Ta.Ja.),524 2 06 34 5 015,Bairiyabirta (Nau.Ta.Ja.)
BeriyaBirta(Wa.Pu.),524 2 06 34 5 034,Bairiyanbirta (Wa.Pu.)
Basadilwa,524 2 06 34 5 022,Basadilwa
Basantpur,524 2 06 34 5 042,Basantapur
BelwaParsouni,524 2 06 34 5 010,Belwapersene
Vauratar,524 2 06 34 5 018,Bhauaratar
Bhawanipur,524 2 06 34 5 006,Bhawanipur
Bhedihari,524 2 06 34 5 048,Bhedihari
Mikhampur,524 2 06 34 5 070,Bhikhampur
Bhisawa,524 2 06 34 5 061,Bhiswa
Bijbaniya,524 2 06 34 5 074,Bijbaniya
Bindabasini,524 2 06 34 5 012,Bindabasini
Biranchibarba,524 2 06 34 5 047,Biranchibarwa
Birgunj U.M.N.P.,524 2 06 34 2 001,Birgunj Sub Metropolitan
Birwaguthi,524 2 06 34 5 023,Biruwaguthi
Bisrampur,524 2 06 34 5 032,Bishrampur
Chorni,524 2 06 34 5 009,Chorni
Deukhana,524 2 06 34 5 054,Deurbana
Dhaubini,524 2 06 34 5 065,Dhobini
Dhore,524 2 06 34 5 041,Dhore
Gadi,524 2 06 34 5 056,Gadi
Gamhariya,524 2 06 34 5 017,Gamhariya
Govindapur,524 2 06 34 5 036,Govindapur
Hariharpur,524 2 06 34 5 067,Hariharpur
HariharpurBirta,524 2 06 34 5 045,Hariharpur Birta
Harpatagunj,524 2 06 34 5 004,Harpatganj
Harpur,524 2 06 34 5 025,Harpur
JagaranathpurSira,524 2 06 34 5 073,Jaganathpur
Janakitala,524 2 06 34 5 072,Janakitola
Jaimangalapur,524 2 06 34 5 063,Jayamangalapur
JhouwaGuthi,524 2 06 34 5 026,Jhauwaguthi
Jeetpur,524 2 06 34 5 077,Jitpur
KauwaBanKataiya,524 2 06 34 5 060,Kauwaban Kataiya
Lahawarthakari,524 2 06 34 5 050,Lahabarthakari
Lakhanpur,524 2 06 34 5 051,Lakhanpur
LalParsa,524 2 06 34 5 007,Lalparsa
Langadi,524 2 06 34 5 066,Langadi
LipaniBirta,524 2 06 34 5 008,Lipanibirta
MadhubanMathaul,524 2 06 34 5 027,Madhuban Mathaul
Mahadevpatti,524 2 06 34 5 078,Mahadevpatti
Mahuwan,524 2 06 34 5 053,Mahuwan
Maniyari,524 2 06 34 5 005,Maniyari
Masihani,524 2 06 34 5 071,Masihani
Mirjapur,524 2 06 34 5 064,Mirjapur
Mudali,524 2 06 34 5 044,Mudali
Nagardaha,524 2 06 34 5 030,Nagardaha
Nichuta,524 2 06 34 5 055,Nichuta
NirmalBasti,524 2 06 34 5 081,Nirmalbasti
Mainpur(Pakaha),524 2 06 34 5 040,Pakahamainpur
Pancharukhi,524 2 06 34 5 021,Pancharukhi
Prasurampur,524 2 06 34 5 046,Parashurampur
Parsa Wildlife Reserve,524 2 06 34 9 001,Parsa Wildlife Reserve
ParsauniMatha,524 2 06 34 5 039,Parsauni Bhatha
ParsauniBirta,524 2 06 34 5 003,Parsauni Birta
SugauliPartewa,524 2 06 34 5 057,Paterwa Sugauli
ShivaWorga,524 2 06 34 5 033,Patwaritolabarwa
Pidariguthi,524 2 06 34 5 075,Pidariguthi
GhoddaudaPipra,524 2 06 34 5 069,Pipra Ghoddaud 
Pokhariya,524 2 06 34 5 043,Pokhariya
Ramgadhawa,524 2 06 34 5 001,Ramgadhawa
Ramnagari,524 2 06 34 5 037,Ramnagari
Sabaithawa,524 2 06 34 5 049,Sabaithawa
SakhuwaPrasauni,524 2 06 34 5 028,Sakhuwa Prasauni
Samjhauta,524 2 06 34 5 068,Samjhauta
Sedhawa,524 2 06 34 5 079,Sedhwa
SankarSaraiya,524 2 06 34 5 059,Shankarsaraiya
Sreesiya(Nau.Ta.Ja.),524 2 06 34 5 035,Sirsiya
SirsiyaKhalwatola,524 2 06 34 5 020,Sirsiya 
Sonbarsa,524 2 06 34 5 058,Sonbarsa
Subarnapur,524 2 06 34 5 080,Subarnapur
SugauliBirta,524 2 06 34 5 014,Sugauli Birta
Supauli,524 2 06 34 5 076,Supauli
Surjaha,524 2 06 34 5 038,Surjaha
Thori,524 2 06 34 5 082,Thori
TulasiBarba,524 2 06 34 5 062,Tulsibarwa
UdayapurDhurmi,524 2 06 34 5 016,Udayapur Ghurmi
Ayodhyapuri,524 2 06 35 5 036,Ayodhyapuri
Bachhyauli,524 2 06 35 5 013,Bachhauli
Bagauda,524 2 06 35 5 034,Baghauda
Bhandara,524 2 06 35 5 005,Bhandara
Bharatpur N.P.,524 2 06 35 3 001,Bharatpur Municipality
Birendranagar,524 2 06 35 5 009,Birendranagar
Chainpur,524 2 06 35 5 008,Chainpur
ChandiBhanjyang,524 2 06 35 5 023,Chandibhanjyang
Dahakhani,524 2 06 35 5 014,Dahakhani
Darechok,524 2 06 35 5 024,Darechok
Dibyanagar,524 2 06 35 5 025,Divyanagar
Gardi,524 2 06 35 5 033,Gardi
Gitanagar,524 2 06 35 5 030,Gitanagar
Gunjanagar,524 2 06 35 5 026,Gunjanagar
Jagatpur,524 2 06 35 5 032,Jagatpur
Jutpani,524 2 06 35 5 020,Jutpani
Kabilas,524 2 06 35 5 015,Kabilas
MadiKalyanpur,524 2 06 35 5 035,Kalyanpur
Kathar,524 2 06 35 5 006,Kathar
Kaule,524 2 06 35 5 022,Kaule
Khairahani,524 2 06 35 5 010,Khairhani
Korak,524 2 06 35 5 002,Korak
Kumroj,524 2 06 35 5 012,Kumroj
Lothar,524 2 06 35 5 003,Lothar
Mangalpur,524 2 06 35 5 016,Mangalpur
Meghauli,524 2 06 35 5 027,Meghauli
Fulbari,524 2 06 35 5 017,Narayanpur (Fulbari)
Padampur,524 2 06 35 5 011,Padampur
Parbatipur,524 2 06 35 5 029,Parvatipur
Patihani,524 2 06 35 5 031,Patihani
Piple,524 2 06 35 5 004,Piple
Pithuwa,524 2 06 35 5 007,Pithuwa
Ratnanagar N.P.,524 2 06 35 3 002,Ratnanagar Municipality
