p_code,hlcit,vdc
E-KOS-09-027,524 1 02 09 5 026,Siddhakali
E-KOS-09-028,524 1 02 09 5 025,Siddhapokhari
E-KOS-09-029,524 1 02 09 5 004,Sishubakhola
E-KOS-09-030,524 1 02 09 5 002,Sitalpati
E-KOS-09-031,524 1 02 09 5 022,Shyaboon
E-KOS-09-032,524 1 02 09 5 030,Tamaphok
E-KOS-09-033,524 1 02 09 5 005,Tamphu
E-KOS-09-034,524 1 02 09 5 010,Yafu
E-KOS-10-001,524 1 02 10 5 027,Aangtep
E-KOS-10-002,524 1 02 10 5 034,Annapurna
E-KOS-10-003,524 1 02 10 5 050,Baikhunthe
E-KOS-10-004,524 1 02 10 5 051,Bashikhora
E-KOS-10-005,524 1 02 10 5 047,Washingtharpu
E-KOS-10-006,524 1 02 10 5 028,Washtim
E-KOS-10-007,524 1 02 10 5 021,Bhaisepankhya
E-KOS-10-008,524 1 02 10 5 022,Bhojpur
E-KOS-10-009,524 1 02 10 5 048,Yung
E-KOS-10-010,524 1 02 10 5 052,Bhulke
E-KOS-10-011,524 1 02 10 5 023,Bokhim
E-KOS-10-012,524 1 02 10 5 008,Boya
E-KOS-10-013,524 1 02 10 5 015,Champya
E-KOS-10-014,524 1 02 10 5 029,Chyengre
E-KOS-10-015,524 1 02 10 5 016,Charambi
E-KOS-10-016,524 1 02 10 5 002,Chawki Dadha
E-KOS-10-017,524 1 02 10 5 035,Chhinamakhu
E-KOS-10-018,524 1 02 10 5 053,Dalgaun
E-KOS-10-019,524 1 02 10 5 009,Deurali
E-KOS-10-020,524 1 02 10 5 057,Dewantar
E-KOS-10-021,524 1 02 10 5 054,Dhodelekhani
E-KOS-10-022,524 1 02 10 5 001,Dobhane
E-KOS-10-023,524 1 02 10 5 043,Drummana
E-KOS-10-024,524 1 02 10 5 036,Gogane
E-KOS-10-025,524 1 02 10 5 024,Gupteshwor
E-KOS-10-026,524 1 02 10 5 058,Hassanpur
E-KOS-10-027,524 1 02 10 5 019,Helauchha
E-KOS-10-028,524 1 02 10 5 059,Hometang
E-KOS-10-029,524 1 02 10 5 017,Jarayotar
E-KOS-10-030,524 1 02 10 5 011,Kimalung
E-KOS-10-031,524 1 02 10 5 010,Keurepani
E-KOS-10-032,524 1 02 10 5 060,Kherang
E-KOS-10-033,524 1 02 10 5 004,Khartamchha
E-KOS-10-034,524 1 02 10 5 003,Khatamma
E-KOS-10-035,524 1 02 10 5 037,Khaba
E-KOS-10-036,524 1 02 10 5 038,Coat
E-KOS-10-037,524 1 02 10 5 005,Kudakkaule
E-KOS-10-038,524 1 02 10 5 006,Kulung
E-KOS-10-039,524 1 02 10 5 049,Lekharka
E-KOS-10-040,524 1 02 10 5 055,Manebhanjyang
E-KOS-10-041,524 1 02 10 5 012,Mulpani
E-KOS-10-042,524 1 02 10 5 039,Nagi
E-KOS-10-043,524 1 02 10 5 007,Nepaledadha
E-KOS-10-044,524 1 02 10 5 056,Okharye
E-KOS-10-045,524 1 02 10 5 045,Pangcha
E-KOS-10-046,524 1 02 10 5 061,Patelepani
E-KOS-10-047,524 1 02 10 5 044,Pawala
E-KOS-10-048,524 1 02 10 5 018,Pyaule
E-KOS-10-049,524 1 02 10 5 062,Ranibash
E-KOS-10-050,524 1 02 10 5 013,Sangpan
E-KOS-10-051,524 1 02 10 5 030,Sanodhrumma
E-KOS-10-052,524 1 02 10 5 031,Shyamshila
E-KOS-10-053,524 1 02 10 5 025,Siddheshwor
E-KOS-10-054,524 1 02 10 5 063,Sindrang
E-KOS-10-055,524 1 02 10 5 026,Takshar
E-KOS-10-056,524 1 02 10 5 046,Chidinnkha
E-KOS-10-057,524 1 02 10 5 032,Thulodhrumma
E-KOS-10-058,524 1 02 10 5 040,Timma
E-KOS-10-059,524 1 02 10 5 033,Tiwaribhanjyang
E-KOS-10-060,524 1 02 10 5 014,Tungaychha
E-KOS-10-061,524 1 02 10 5 042,Balankha
E-KOS-10-062,524 1 02 10 5 041,Yaku
E-KOS-10-063,524 1 02 10 5 020,Yangpang
E-MEC-01-001,524 1 01 01 5 015,Ambegudin
E-MEC-01-002,524 1 01 01 5 021,Angkhop
E-MEC-01-003,524 1 01 01 5 016,Chaksibote
E-MEC-01-004,524 1 01 01 5 028,Change
E-MEC-01-005,524 1 01 01 5 029,Dhungesaghu
E-MEC-01-006,524 1 01 01 5 005,Dokhu
E-MEC-01-007,524 1 01 01 5 017,Dumrise
E-MEC-01-008,524 1 01 01 5 045,Ikhabu
E-MEC-01-009,524 1 01 01 5 002,Hangdewa
E-MEC-01-010,524 1 01 01 5 030,Hangpang
E-MEC-01-011,524 1 01 01 5 025,Kalikhola
E-MEC-01-012,524 1 01 01 5 034,Khamlung
E-MEC-01-013,524 1 01 01 5 046,Khojenim
E-MEC-01-014,524 1 01 01 5 006,Khevang
E-MEC-01-015,524 1 01 01 5 047,Khokling
E-MEC-01-016,524 1 01 01 5 048,Lelep
E-MEC-01-017,524 1 01 01 5 022,Limbudin
E-MEC-01-018,524 1 01 01 5 039,Lingtep
E-MEC-01-019,524 1 01 01 5 004,Limkhim
E-MEC-01-020,524 1 01 01 5 040,Liwang
E-MEC-01-021,524 1 01 01 5 007,Mamangkhe
E-MEC-01-022,524 1 01 01 5 023,Mehele
E-MEC-01-023,524 1 01 01 5 041,Nalbu
E-MEC-01-024,524 1 01 01 5 011,Nangkholyang
E-MEC-01-025,524 1 01 01 5 031,Niguradin
E-MEC-01-026,524 1 01 01 5 049,Olangchunggola
E-MEC-01-027,524 1 01 01 5 042,Papung
E-MEC-01-028,524 1 01 01 5 008,Pedang
E-MEC-01-029,524 1 01 01 5 035,Fakhumba
E-MEC-01-030,524 1 01 01 5 013,Phabakhola
E-MEC-01-031,524 1 01 01 5 032,Fulbari
E-MEC-01-032,524 1 01 01 5 001,Phungling
E-MEC-01-033,524 1 01 01 5 003,Phuurumbu
E-MEC-01-034,524 1 01 01 5 026,Sadeva
E-MEC-01-035,524 1 01 01 5 036,Shanghu
E-MEC-01-036,524 1 01 01 5 037,Santhankra
E-MEC-01-037,524 1 01 01 5 043,Sawa
E-MEC-01-038,524 1 01 01 5 050,Sawadin
E-MEC-01-039,524 1 01 01 5 024,Sablakhu
E-MEC-01-040,524 1 01 01 5 018,Sikaicha
E-MEC-01-041,524 1 01 01 5 019,Sinam
E-MEC-01-042,524 1 01 01 5 027,Surumkhim
E-MEC-01-043,524 1 01 01 5 033,Tapethok
E-MEC-01-044,524 1 01 01 5 009,Tellok
E-MEC-01-045,524 1 01 01 5 012,Thechambu
E-MEC-01-046,524 1 01 01 5 038,Thinglabu
E-MEC-01-047,524 1 01 01 5 044,Thukimba
E-MEC-01-048,524 1 01 01 5 020,Thumbedin
E-MEC-01-049,524 1 01 01 5 014,Tiringe
E-MEC-01-050,524 1 01 01 5 010,Yamphudin
E-MEC-02-001,524 1 01 02 5 025,Angana
E-MEC-02-002,524 1 01 02 5 030,Aasarang
E-MEC-02-003,524 1 01 02 5 034,Arubote
E-MEC-02-004,524 1 01 02 5 011,Amarpur
E-MEC-02-005,524 1 01 02 5 012,Bharappa
E-MEC-02-006,524 1 01 02 5 039,Chilingdin
E-MEC-02-007,524 1 01 02 5 031,Chokmagu
E-MEC-02-008,524 1 01 02 5 007,Changthapu
E-MEC-02-009,524 1 01 02 5 035,Durdimba
E-MEC-02-010,524 1 01 02 5 006,Ekttin
E-MEC-02-011,524 1 01 02 5 040,Imbung
E-MEC-02-012,524 1 01 02 5 018,Falšwcha
E-MEC-02-013,524 1 01 02 5 026,Hanbung
E-MEC-02-014,524 1 01 02 5 036,Kurumba
E-MEC-02-015,524 1 01 02 5 037,Limba
E-MEC-02-016,524 1 01 02 5 001,Lungruppa
E-MEC-02-017,524 1 01 02 5 002,Lumpfagung
E-MEC-02-018,524 1 01 02 5 021,Mangjabuk
E-MEC-02-019,524 1 01 02 5 027,Maiwa
E-MEC-02-020,524 1 01 02 5 008,Memeng
E-MEC-02-021,524 1 01 02 5 016,Nagi
E-MEC-02-022,524 1 01 02 5 003,Nagin
E-MEC-02-023,524 1 01 02 5 032,Nawamidanda
E-MEC-02-024,524 1 01 02 5 028,Olne
E-MEC-02-025,524 1 01 02 5 017,Oyam
E-MEC-02-026,524 1 01 02 5 013,Panchami
E-MEC-02-027,524 1 01 02 5 041,Pauwasaratap
E-MEC-02-028,524 1 01 02 5 033,Faktep
E-MEC-02-029,524 1 01 02 5 019,Fidim
E-MEC-02-030,524 1 01 02 5 009,Prangbung
E-MEC-02-031,524 1 01 02 5 038,Rabi
E-MEC-02-032,524 1 01 02 5 022,Rani Gaun
E-MEC-02-033,524 1 01 02 5 020,Ranitar
E-MEC-02-034,524 1 01 02 5 029,Sarangdanda
E-MEC-02-035,524 1 01 02 5 010,Sidin
E-MEC-02-036,524 1 01 02 5 004,Shiba
E-MEC-02-037,524 1 01 02 5 014,Subhang
E-MEC-02-038,524 1 01 02 5 023,Syawrumja
E-MEC-02-039,524 1 01 02 5 015,Tharaphu
E-MEC-02-040,524 1 01 02 5 005,Yangnam
E-MEC-02-041,524 1 01 02 5 024,Yasok
E-MEC-03-001,524 1 01 03 5 033,AŠmchok
E-MEC-03-002,524 1 01 03 5 045,Bajho
E-MEC-03-003,524 1 01 03 5 018,Barbote
E-MEC-03-004,524 1 01 03 5 023,Chamauta
E-MEC-03-005,524 1 01 03 5 019,Chisapani
E-MEC-03-006,524 1 01 03 5 017,Chulachuli
E-MEC-03-007,524 1 01 03 5 020,Danabari
E-MEC-03-008,524 1 01 03 5 028,Ghuseni
E-MEC-03-009,524 1 01 03 5 046,Imang
E-MEC-03-010,524 1 01 03 5 034,Ektappa
E-MEC-03-011,524 1 01 03 5 011,Erautar
E-MEC-03-012,524 1 01 03 5 035,Gajurmukhi
E-MEC-03-013,524 1 01 03 5 021,Godak
E-MEC-03-014,524 1 01 03 5 005,Gorkhe
E-MEC-03-015,524 1 01 03 3 001,Ilam Municipality
E-MEC-03-016,524 1 01 03 5 042,Jamuna
E-MEC-03-017,524 1 01 03 5 012,Jirmale
E-MEC-03-018,524 1 01 03 5 029,Jeetpur
E-MEC-03-019,524 1 01 03 5 001,Jogmai
E-MEC-03-020,524 1 01 03 5 013,Kanyam
E-MEC-03-021,524 1 01 03 5 014,Kolbung
E-MEC-03-022,524 1 01 03 5 022,Lammipur
E-MEC-03-023,524 1 01 03 5 036,Lumde
E-MEC-03-024,524 1 01 03 5 041,Mabu
E-MEC-03-025,524 1 01 03 5 047,Mahmai
E-MEC-03-026,524 1 01 03 5 024,Maimjhuba
E-MEC-03-027,524 1 01 03 5 025,Maipokhari
E-MEC-03-028,524 1 01 03 5 030,Mangalbare
E-MEC-03-029,524 1 01 03 5 002,Namsaling
E-MEC-03-030,524 1 01 03 5 006,Nayabazar
E-MEC-03-031,524 1 01 03 5 007,Panchakanya
E-MEC-03-032,524 1 01 03 5 008,Pashupatinagar
E-MEC-03-033,524 1 01 03 5 037,Fakfhok
E-MEC-03-034,524 1 01 03 5 009,Ficklebazar
E-MEC-03-035,524 1 01 03 5 038,Fuyatappa
E-MEC-03-036,524 1 01 03 5 026,Puwamjhuba
E-MEC-03-037,524 1 01 03 5 003,Pyang
E-MEC-03-038,524 1 01 03 5 048,Sakfara
E-MEC-03-039,524 1 01 03 5 027,Sakhejung
E-MEC-03-040,524 1 01 03 5 015,Samalbung
E-MEC-03-041,524 1 01 03 5 031,Sangrumba
E-MEC-03-042,524 1 01 03 5 032,Shantidanda
E-MEC-03-043,524 1 01 03 5 016,Shantipur
E-MEC-03-044,524 1 01 03 5 010,Sriantu
E-MEC-03-045,524 1 01 03 5 039,Siddhithumka
E-MEC-03-046,524 1 01 03 5 040,Soyak
E-MEC-03-047,524 1 01 03 5 004,Soyang
E-MEC-03-048,524 1 01 03 5 044,Sulubung
E-MEC-03-049,524 1 01 03 5 043,Sumbek
E-MEC-04-001,524 1 01 04 5 012,Anarmani
E-MEC-04-002,524 1 01 04 5 013,Arjundhara
E-MEC-04-003,524 1 01 04 5 018,Bahundangi
E-MEC-04-004,524 1 01 04 5 033,Baigundhura
E-MEC-04-005,524 1 01 04 5 007,Baluwadi
E-MEC-04-006,524 1 01 04 5 001,Baniyani
E-MEC-04-007,524 1 01 04 3 002,Bhadrapur Municipality
E-MEC-04-008,524 1 01 04 5 017,Budhabare
E-MEC-04-009,524 1 01 04 5 029,Chakchaki
E-MEC-04-010,524 1 01 04 5 020,Chandragadi
E-MEC-04-011,524 1 01 04 5 032,Charpane
E-MEC-04-012,524 1 01 04 3 003,Damak Municipality
E-MEC-04-013,524 1 01 04 5 023,Daagibari
E-MEC-04-014,524 1 01 04 5 019,Dhaijan
E-MEC-04-015,524 1 01 04 5 034,Dharampur
E-MEC-04-016,524 1 01 04 5 021,Duwagadi
E-MEC-04-017,524 1 01 04 5 014,Garamuni
E-MEC-04-018,524 1 01 04 5 040,Gauradaha
E-MEC-04-019,524 1 01 04 5 041,Gauriganj
E-MEC-04-020,524 1 01 04 5 024,Dhailadubba
E-MEC-04-021,524 1 01 04 5 031,Gherawari
E-MEC-04-022,524 1 01 04 5 009,Goldhap
E-MEC-04-023,524 1 01 04 5 008,Haldiwari
E-MEC-04-024,524 1 01 04 5 004,Jalthal
E-MEC-04-025,524 1 01 04 5 042,Juropani
E-MEC-04-026,524 1 01 04 5 022,Jyamirgadi
E-MEC-04-027,524 1 01 04 5 002,Kechna
E-MEC-04-028,524 1 01 04 5 043,Khajurgachi
E-MEC-04-029,524 1 01 04 5 011,Khudnawari
E-MEC-04-030,524 1 01 04 5 046,Kohwora
E-MEC-04-031,524 1 01 04 5 044,Korabari
E-MEC-04-032,524 1 01 04 5 025,Kumarkhod
E-MEC-04-033,524 1 01 04 5 047,Lakhanpur
E-MEC-04-034,524 1 01 04 5 035,Mahabhara
E-MEC-04-035,524 1 01 04 5 045,Maharanijhora
E-MEC-04-036,524 1 01 04 5 003,Maheshpur
E-MEC-04-037,524 1 01 04 3 001,Mechinagar Municipality
E-MEC-04-038,524 1 01 04 5 036,Pachgachi
E-MEC-04-039,524 1 01 04 5 005,Pathamari
E-MEC-04-040,524 1 01 04 5 010,Pathriya
E-MEC-04-041,524 1 01 04 5 006,Pathvinagar
E-MEC-04-042,524 1 01 04 5 030,Rajgad
E-MEC-04-043,524 1 01 04 5 015,Shanishchare
E-MEC-04-044,524 1 01 04 5 037,Sattashidham
E-MEC-04-045,524 1 01 04 5 016,Shantinagar
E-MEC-04-046,524 1 01 04 5 026,Sharnamti
E-MEC-04-047,524 1 01 04 5 038,Shiwganj
E-MEC-04-048,524 1 01 04 5 027,Surung
E-MEC-04-049,524 1 01 04 5 028,Taanghandubba
E-MEC-04-050,524 1 01 04 5 039,Topgachi
E-SAG-11-001,524 1 03 11 5 016,Waku
E-SAG-11-002,524 1 03 11 5 010,Wasa
E-SAG-11-003,524 1 03 11 5 003,Beni
E-SAG-11-004,524 1 03 11 5 034,Bhakanje
E-SAG-11-005,524 1 03 11 5 014,Bung
E-SAG-11-006,524 1 03 11 5 032,Chaulakharka
E-SAG-11-007,524 1 03 11 5 006,Chourikharka
E-SAG-11-008,524 1 03 11 5 013,Chheskam
E-SAG-11-009,524 1 03 11 5 024,Deusa
E-SAG-11-010,524 1 03 11 5 021,Garma
E-SAG-11-011,524 1 03 11 5 030,Tapting
E-SAG-11-012,524 1 03 11 5 029,Gorakhani
E-SAG-11-013,524 1 03 11 5 015,Gudel
E-SAG-11-014,524 1 03 11 5 005,Juving
E-SAG-11-015,524 1 03 11 5 018,Jubu
E-SAG-11-016,524 1 03 11 5 012,Kanku
E-SAG-11-017,524 1 03 11 5 019,Kagel
E-SAG-11-018,524 1 03 11 5 008,Khumjung
E-SAG-11-019,524 1 03 11 5 031,Kerung
E-SAG-11-020,524 1 03 11 5 002,Tamakhani
E-SAG-11-021,524 1 03 11 5 017,Likhim
E-SAG-11-022,524 1 03 11 5 011,Powai
E-SAG-11-023,524 1 03 11 5 023,Mukli
E-SAG-11-024,524 1 03 11 5 007,Namche
E-SAG-11-025,524 1 03 11 5 026,Nechabatase
E-SAG-11-026,524 1 03 11 5 025,Nechabetghari
E-SAG-11-027,524 1 03 11 5 022,Nele
E-SAG-11-028,524 1 03 11 5 020,Panchan
E-SAG-11-029,524 1 03 11 5 001,Salleri
E-SAG-11-030,524 1 03 11 5 027,Salyan
E-SAG-11-031,524 1 03 11 5 009,Sotang
E-SAG-11-032,524 1 03 11 5 004,Taksindhu
E-SAG-11-033,524 1 03 11 5 033,Goli
E-SAG-11-034,524 1 03 11 5 028,Tilanga
E-SAG-11-035,524 1 03 11 9 001,Sagarmatha National Park
E-SAG-12-001,524 1 03 13 5 054,Narayansthan
E-SAG-12-002,524 1 03 13 5 029,Baksha
E-SAG-12-003,524 1 03 13 5 041,Balakhu
E-SAG-12-004,524 1 03 13 5 001,Barnalu
E-SAG-12-005,524 1 03 13 5 015,Barudeshwor
E-SAG-12-006,524 1 03 13 5 032,Betini
E-SAG-12-007,524 1 03 13 5 012,Bhadaure
E-SAG-12-008,524 1 03 13 5 023,Bhushanga
E-SAG-12-009,524 1 03 13 5 016,Bigutar
E-SAG-12-010,524 1 03 13 5 042,Bilandu
E-SAG-12-011,524 1 03 13 5 040,Chyanam
E-SAG-12-012,524 1 03 13 5 006,Diyale
E-SAG-12-013,524 1 03 13 5 045,Phedighooth
E-SAG-12-014,524 1 03 13 5 046,Phulbari
E-SAG-12-015,524 1 03 13 5 047,Gamnangtar
E-SAG-12-016,524 1 03 13 5 020,Harkapur
E-SAG-12-017,524 1 03 13 5 017,Jantarkhani
E-SAG-12-018,524 1 03 13 5 002,Jyamere
E-SAG-12-019,524 1 03 13 5 043,Kalikadevi
E-SAG-12-020,524 1 03 13 5 055,Khijikaanthi
E-SAG-12-021,524 1 03 13 5 038,Katunje
E-SAG-12-022,524 1 03 13 5 056,Ketuke
E-SAG-12-023,524 1 03 13 5 025,Khijichandeshwori
E-SAG-12-024,524 1 03 13 5 024,Khijiflate
E-SAG-12-025,524 1 03 13 5 007,Kuebhire
E-SAG-12-026,524 1 03 13 5 018,Kuntadevi
E-SAG-12-027,524 1 03 13 5 033,Madhabpur
E-SAG-12-028,524 1 03 13 5 008,Mamkha
E-SAG-12-029,524 1 03 13 5 034,Manebhanjyang
E-SAG-12-030,524 1 03 13 5 030,Moli
E-SAG-12-031,524 1 03 13 5 039,Mulkharka
E-SAG-12-032,524 1 03 13 5 048,Narmadeshwor
E-SAG-12-033,524 1 03 13 5 003,Okhaldhunga
E-SAG-12-034,524 1 03 13 5 044,Palapu
E-SAG-12-035,524 1 03 13 5 028,Patale
E-SAG-12-036,524 1 03 13 5 053,Pokali
E-SAG-12-037,524 1 03 13 5 009,Pokhare
E-SAG-12-038,524 1 03 13 5 021,Prapcha
E-SAG-12-039,524 1 03 13 5 019,Ragadeep
E-SAG-12-040,524 1 03 13 5 026,Ragani
E-SAG-12-041,524 1 03 13 5 049,Ranibaan
E-SAG-12-042,524 1 03 13 5 010,Ratmate
E-SAG-12-043,524 1 03 13 5 027,Rawadol
E-SAG-12-044,524 1 03 13 5 004,Rumjatar
E-SAG-12-045,524 1 03 13 5 005,Sallere
E-SAG-12-046,524 1 03 13 5 011,Sherma
E-SAG-12-047,524 1 03 13 5 022,Shrichaor
E-SAG-12-048,524 1 03 13 5 050,Singhadevi
E-SAG-12-049,524 1 03 13 5 037,Shishneri
E-SAG-12-050,524 1 03 13 5 013,Tuluwa
E-SAG-12-051,524 1 03 13 5 051,Tarkerabari
E-SAG-12-052,524 1 03 13 5 035,Thakle
E-SAG-12-053,524 1 03 13 5 036,Tokshel
E-SAG-12-054,524 1 03 13 5 014,Thulachaap
E-SAG-12-055,524 1 03 13 5 031,Ubu
E-SAG-12-056,524 1 03 13 5 052,Yesham
E-SAG-13-001,524 1 03 12 5 017,Ainselukharka
E-SAG-13-002,524 1 03 12 5 034,Aarkhaule
E-SAG-13-003,524 1 03 12 5 043,Badahare
E-SAG-13-004,524 1 03 12 5 061,Baadkadiyale
E-SAG-13-005,524 1 03 12 5 037,Bahunidadha
E-SAG-13-006,524 1 03 12 5 018,Bakachol
E-SAG-13-007,524 1 03 12 5 008,Baksila
E-SAG-13-008,524 1 03 12 5 045,Bamrang
E-SAG-13-009,524 1 03 12 5 069,Barahapokhari
E-SAG-13-010,524 1 03 12 5 009,Banspani
E-SAG-13-011,524 1 03 12 5 053,Batashea
E-SAG-13-012,524 1 03 12 5 035,Bijayakharka
E-SAG-13-013,524 1 03 12 5 036,Buyepa
E-SAG-13-014,524 1 03 12 5 052,Chittapokhari
E-SAG-13-015,524 1 03 12 5 054,Chorambo
E-SAG-13-016,524 1 03 12 5 055,Chipring
E-SAG-13-017,524 1 03 12 5 063,Chishapani
E-SAG-13-018,524 1 03 12 5 032,Bajechihaandadha
E-SAG-13-019,524 1 03 12 5 038,Chyeshmitar
E-SAG-13-020,524 1 03 12 5 064,Damarkhushiwalaya
E-SAG-13-021,524 1 03 12 5 051,Dadhagaun
E-SAG-13-022,524 1 03 12 5 070,Devisthan
E-SAG-13-023,524 1 03 12 5 042,Dhitung
E-SAG-13-024,524 1 03 12 5 044,Ditail
E-SAG-13-025,524 1 03 12 5 040,Dikuwa
E-SAG-13-026,524 1 03 12 5 071,Diplung
E-SAG-13-027,524 1 03 12 5 028,Cheuredadha
E-SAG-13-028,524 1 03 12 5 021,Duwekoldanda
E-SAG-13-029,524 1 03 12 5 020,Dharapani
E-SAG-13-030,524 1 03 12 5 039,Durcheem
E-SAG-13-031,524 1 03 12 5 074,Phastang
E-SAG-13-032,524 1 03 12 5 001,Hangchur
E-SAG-13-033,524 1 03 12 5 056,Indranipokhari
E-SAG-13-034,524 1 03 12 5 010,Jalpapur
E-SAG-13-035,524 1 03 12 5 022,Jyamire
E-SAG-13-036,524 1 03 12 5 065,Kaulea
E-SAG-13-037,524 1 03 12 5 046,Khalle
E-SAG-13-038,524 1 03 12 5 011,Kharmi
E-SAG-13-039,524 1 03 12 5 002,Kharpa
E-SAG-13-040,524 1 03 12 5 012,Khatamchha
E-SAG-13-041,524 1 03 12 5 033,Khidima
E-SAG-13-042,524 1 03 12 5 057,Khotang Bazaar
E-SAG-13-043,524 1 03 12 5 003,Kubhinde
E-SAG-13-044,524 1 03 12 5 047,Lafyang
E-SAG-13-045,524 1 03 12 5 004,Lamidanda
E-SAG-13-046,524 1 03 12 5 058,Licchiramche
E-SAG-13-047,524 1 03 12 5 066,Likuwapokhari
E-SAG-13-048,524 1 03 12 5 019,Makpa
E-SAG-13-049,524 1 03 12 5 041,Mahadevsthan
E-SAG-13-050,524 1 03 12 5 007,Mangaltar
E-SAG-13-051,524 1 03 12 5 030,Matimbirta
E-SAG-13-052,524 1 03 12 5 072,Mauwawotee
E-SAG-13-053,524 1 03 12 5 027,Nerpa
E-SAG-13-054,524 1 03 12 5 029,Nirmaledadha
E-SAG-13-055,524 1 03 12 5 005,Nunthala
E-SAG-13-056,524 1 03 12 5 026,Patheka
E-SAG-13-057,524 1 03 12 5 073,Pauwashera
E-SAG-13-058,524 1 03 12 5 013,Phedi
E-SAG-13-059,524 1 03 12 5 025,Ribdungmaheshwori
E-SAG-13-060,524 1 03 12 5 048,Rajapani
E-SAG-13-061,524 1 03 12 5 023,Rakhawagndel
E-SAG-13-062,524 1 03 12 5 014,Rawadipsung
E-SAG-13-063,524 1 03 12 5 031,Ratamchha Maajhgaun
E-SAG-13-064,524 1 03 12 5 024,Ribdungjaleshwori
E-SAG-13-065,524 1 03 12 5 059,Satyashwor Chittapokhari
E-SAG-13-066,524 1 03 12 5 006,Salle
E-SAG-13-067,524 1 03 12 5 015,Shapteshwor
E-SAG-13-068,524 1 03 12 5 075,Saunechaur
E-SAG-13-069,524 1 03 12 5 068,Sawakatahare
E-SAG-13-070,524 1 03 12 5 060,Simpani
E-SAG-13-071,524 1 03 12 5 016,Sungdel
E-SAG-13-072,524 1 03 12 5 076,Suntale
E-SAG-13-073,524 1 03 12 5 050,Temma
E-SAG-13-074,524 1 03 12 5 067,Oplukha
E-SAG-13-075,524 1 03 12 5 062,Wopung
E-SAG-13-076,524 1 03 12 5 049,Yamkha
E-SAG-14-001,524 1 03 14 5 015,Aaptar
E-SAG-14-002,524 1 03 14 5 034,Balamta
E-SAG-14-003,524 1 03 14 5 035,Baraha
E-SAG-14-004,524 1 03 14 5 028,Bare
E-SAG-14-005,524 1 03 14 5 036,Bashbote
E-SAG-14-006,524 1 03 14 5 009,Bashaha
E-SAG-14-007,524 1 03 14 5 004,Weltar
E-SAG-14-008,524 1 03 14 5 042,Bhutar
E-SAG-14-009,524 1 03 14 5 005,Chaudandi
E-SAG-14-010,524 1 03 14 5 018,Dumbre
E-SAG-14-011,524 1 03 14 5 006,Hadiya
E-SAG-14-012,524 1 03 14 5 023,Hardeni
E-SAG-14-013,524 1 03 14 5 029,Enamea
E-SAG-14-014,524 1 03 14 5 014,Jalapa Chilauni
E-SAG-14-015,524 1 03 14 5 043,Jaate
E-SAG-14-016,524 1 03 14 5 001,Jogidaha
E-SAG-14-017,524 1 03 14 5 019,Katari
E-SAG-14-018,524 1 03 14 5 010,Katunjebabala
E-SAG-14-019,524 1 03 14 5 002,Khaabu
E-SAG-14-020,524 1 03 14 5 016,Lafagaun
E-SAG-14-021,524 1 03 14 5 024,Lekhani
E-SAG-14-022,524 1 03 14 5 030,Lekhgaun
E-SAG-14-023,524 1 03 14 5 031,Limpatar
E-SAG-14-024,524 1 03 14 5 011,Mainamaine
E-SAG-14-025,524 1 03 14 5 044,Nametar
E-SAG-14-026,524 1 03 14 5 032,Okhale
E-SAG-14-027,524 1 03 14 5 020,Panchabatti
E-SAG-14-028,524 1 03 14 5 017,Pokhari
E-SAG-14-029,524 1 03 14 5 041,Rauta
E-SAG-14-030,524 1 03 14 5 021,Rishku
E-SAG-14-031,524 1 03 14 5 037,Rupatar
E-SAG-14-032,524 1 03 14 5 003,Saune
E-SAG-14-033,524 1 03 14 5 027,Shorung
E-SAG-14-034,524 1 03 14 5 007,Shiddhipur
E-SAG-14-035,524 1 03 14 5 026,Shirishea
E-SAG-14-036,524 1 03 14 5 008,Sundarpur
E-SAG-14-037,524 1 03 14 5 038,Tamlichha
E-SAG-14-038,524 1 03 14 5 012,Tapeshworibelahi
E-SAG-14-039,524 1 03 14 5 033,Tabashree
E-SAG-14-040,524 1 03 14 5 039,Thanagaun
E-SAG-14-041,524 1 03 14 5 013,Thockshila
E-SAG-14-042,524 1 03 14 5 022,Tribeni
E-SAG-14-043,524 1 03 14 3 001,Triyuga Municipality
E-SAG-14-044,524 1 03 14 5 040,Bhalayedadha
E-SAG-14-045,524 1 03 14 5 025,Mayakhu
E-SAG-14-046,524 1 03 14 9 001,Koshi Tappu Wildlife Reserve
E-SAG-15-001,524 1 03 15 5 065,Aarnaha
E-SAG-15-002,524 1 03 15 5 085,Aurahi
E-SAG-15-003,524 1 03 15 5 001,Badgama
E-SAG-15-004,524 1 03 15 5 002,Bairawa
E-SAG-15-005,524 1 03 15 5 013,Bakdhuwa
E-SAG-15-006,524 1 03 15 5 029,Bavangama Katti
E-SAG-15-007,524 1 03 15 5 068,Banauniya
E-SAG-15-008,524 1 03 15 5 089,Banarjhula
E-SAG-15-009,524 1 03 15 5 066,Banaula
E-SAG-15-010,524 1 03 15 5 067,Banaule
E-SAG-15-011,524 1 03 15 5 003,Baramjhiya
E-SAG-15-012,524 1 03 15 5 030,Barsain(Ko.)
E-SAG-15-013,524 1 03 15 5 081,Nawarajpur (Basawalpur)
E-SAG-15-014,524 1 03 15 5 058,Basbitti
E-SAG-15-015,524 1 03 15 5 031,Bathanaha
E-SAG-15-016,524 1 03 15 5 108,Welhe
